Account,Campaign,Campaign Type,Campaign Daily Budget,Networks,Ad Group,Max CPC,Keyword,Match Type,Ad Type,Headline 1,Headline 2,Headline 3,Headline 4,Headline 5,Headline 6,Headline 7,Headline 8,Headline 9,Headline 10,Headline 11,Headline 12,Headline 13,Headline 14,Headline 15,Description 1,Description 2,Description 3,Description 4,Path 1,Path 2,Final URL,Status
156-199-1288,ThePOS | Provider Brand,Search,15,Google search,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enabled
156-199-1288,ThePOS | Vs Comparisons,,,,SumUp vs Dojo,,,,Responsive search ad,SumUp vs Dojo (2026),Flat Rate vs Quote-Based,Fees & Contracts Compared,Free Fee Calculator,No Email Needed,See What You'd Really Pay,Compare 12 UK Providers,Takes About Ten Seconds,Independent UK Review,"Real Fees, No Waffle",We Don't Sell Card Machines,Honest Verdict Inside,,,,"Free calculator shows your true monthly cost at your turnover. Ten seconds, no email.",Enter turnover and average sale - see monthly cost and all-in rate for every provider.,Flat-rate SumUp vs quote-based Dojo - where the crossover point sits for your volume.,Prices verified against provider pricing pages. They can't pay to change our verdicts.,compare,sumup-vs-dojo,https://thepos.co.uk/compare/sumup-vs-dojo,Enabled
156-199-1288,ThePOS | Vs Comparisons,,,,Dojo vs Square,0.90,dojo vs square,Exact,,,,,,,,,,,,,,,,,,,,,,,,Enabled
156-199-1288,ThePOS | Vs Comparisons,,,,Dojo vs Square,0.90,square vs dojo,Exact,,,,,,,,,,,,,,,,,,,,,,,,Enabled
156-199-1288,ThePOS | Vs Comparisons,,,,Dojo vs Square,,,,Responsive search ad,Dojo vs Square (2026),Flat Rate vs Quote-Based,Fees & Contracts Compared,Which Suits Your Business?,Independent UK Review,"Real Fees, No Waffle",We Don't Sell Card Machines,Honest Verdict Inside,Read Before You Sign,Free Fee Calculator,No Email Needed,See What You'd Really Pay,Compare 12 UK Providers,Takes About Ten Seconds,,"Dojo vs Square on real fees, contracts and payouts - with a straight answer.",We don't sell card machines - we review them. Independent verdicts in plain English.,Prices verified against provider pricing pages. They can't pay to change our verdicts.,"Compare fees, contracts and payout speed across every big UK provider. No sales calls.",compare,dojo-vs-square,https://thepos.co.uk/compare/dojo-vs-square,Enabled
156-199-1288,ThePOS | Vs Comparisons,,,,Dojo vs Square,,,,Responsive search ad,Dojo vs Square (2026),Flat Rate vs Quote-Based,Fees & Contracts Compared,Independent UK Review,"Real Fees, No Waffle",We Don't Sell Card Machines,Honest Verdict Inside,Read Before You Sign,UK Small Business Focus,Free Fee Calculator,No Email Needed,See What You'd Really Pay,Compare 12 UK Providers,,,We don't sell card machines - we review them. Independent verdicts in plain English.,"Dojo vs Square on real fees, contracts and payouts - with a straight answer.","Free calculator shows your true monthly cost at your turnover. Ten seconds, no email.",,compare,dojo-vs-square,https://thepos.co.uk/compare/dojo-vs-square,Enabled
156-199-1288,ThePOS | Vs Comparisons,,,,Dojo vs Square,,,,Responsive search ad,Dojo vs Square (2026),Flat Rate vs Quote-Based,Fees & Contracts Compared,Free Fee Calculator,No Email Needed,See What You'd Really Pay,Compare 12 UK Providers,Takes About Ten Seconds,Independent UK Review,"Real Fees, No Waffle",We Don't Sell Card Machines,Honest Verdict Inside,,,,"Free calculator shows your true monthly cost at your turnover. Ten seconds, no email.",Enter turnover and average sale - see monthly cost and all-in rate for every provider.,"Dojo vs Square on real fees, contracts and payouts - with a straight answer.",Prices verified against provider pricing pages. They can't pay to change our verdicts.,compare,dojo-vs-square,https://thepos.co.uk/compare/dojo-vs-square,Enabled
156-199-1288,ThePOS | Fee Calculator,Search,12,Google search,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enabled
156-199-1288,ThePOS | Fee Calculator,,,,Fee Calculator,1.50,card machine fee calculator,Exact,,,,,,,,,,,,,,,,,,,,,,,,Enabled
156-199-1288,ThePOS | Fee Calculator,,,,Fee Calculator,1.50,card payment fee calculator,Exact,,,,,,,,,,,,,,,,,,,,,,,,Enabled
156-199-1288,ThePOS | Fee Calculator,,,,Fee Calculator,1.50,card processing fee calculator,Exact,,,,,,,,,,,,,,,,,,,,,,,,Enabled
156-199-1288,ThePOS | Fee Calculator,,,,Fee Calculator,1.50,card machine fees calculator,Exact,,,,,,,,,,,,,,,,,,,,,,,,Enabled
156-199-1288,ThePOS | Fee Calculator,,,,Fee Calculator,1.50,card reader fee calculator,Exact,,,,,,,,,,,,,,,,,,,,,,,,Enabled
156-199-1288,ThePOS | Fee Calculator,,,,Fee Calculator,1.50,card machine fees,Phrase,,,,,,,,,,,,,,,,,,,,,,,,Enabled
156-199-1288,ThePOS | Fee Calculator,,,,Fee Calculator,,,,Responsive search ad,Card Machine Fee Calculator,Your Real Cost In Seconds,Every UK Provider Compared,Free - No Email Needed,"Enter Turnover, See Costs",Independent UK Review,"Real Fees, No Waffle",We Don't Sell Card Machines,Honest Verdict Inside,Read Before You Sign,Free Fee Calculator,No Email Needed,See What You'd Really Pay,Compare 12 UK Providers,Takes About Ten Seconds,"Two numbers, ten seconds: your true monthly cost on every big UK provider. Free.",We don't sell card machines - we review them. Independent verdicts in plain English.,Prices verified against provider pricing pages. They can't pay to change our verdicts.,"Compare fees, contracts and payout speed across every big UK provider. No sales calls.",fee,calculator,https://thepos.co.uk/card-machine-fee-calculator,Enabled
156-199-1288,ThePOS | Fee Calculator,,,,Fee Calculator,,,,Responsive search ad,Card Machine Fee Calculator,Your Real Cost In Seconds,Every UK Provider Compared,Independent UK Review,"Real Fees, No Waffle",We Don't Sell Card Machines,Honest Verdict Inside,Read Before You Sign,UK Small Business Focus,Free Fee Calculator,No Email Needed,See What You'd Really Pay,Compare 12 UK Providers,,,We don't sell card machines - we review them. Independent verdicts in plain English.,"Two numbers, ten seconds: your true monthly cost on every big UK provider. Free.","Free calculator shows your true monthly cost at your turnover. Ten seconds, no email.",,fee,calculator,https://thepos.co.uk/card-machine-fee-calculator,Enabled
156-199-1288,ThePOS | Fee Calculator,,,,Fee Calculator,,,,Responsive search ad,Card Machine Fee Calculator,Your Real Cost In Seconds,Every UK Provider Compared,Free Fee Calculator,No Email Needed,See What You'd Really Pay,Compare 12 UK Providers,Takes About Ten Seconds,Independent UK Review,"Real Fees, No Waffle",We Don't Sell Card Machines,Honest Verdict Inside,,,,"Free calculator shows your true monthly cost at your turnover. Ten seconds, no email.",Enter turnover and average sale - see monthly cost and all-in rate for every provider.,"Two numbers, ten seconds: your true monthly cost on every big UK provider. Free.",Prices verified against provider pricing pages. They can't pay to change our verdicts.,fee,calculator,https://thepos.co.uk/card-machine-fee-calculator,Enabled
156-199-1288,ThePOS | Fee Calculator,,,,Card Machine Costs,1.30,how much does a card machine cost,Exact,,,,,,,,,,,,,,,,,,,,,,,,Enabled
156-199-1288,ThePOS | Fee Calculator,,,,Card Machine Costs,1.30,card machine cost,Exact,,,,,,,,,,,,,,,,,,,,,,,,Enabled
156-199-1288,ThePOS | Fee Calculator,,,,Card Machine Costs,1.30,card machine prices,Exact,,,,,,,,,,,,,,,,,,,,,,,,Enabled
156-199-1288,ThePOS | Fee Calculator,,,,Card Machine Costs,1.30,card machine costs uk,Exact,,,,,,,,,,,,,,,,,,,,,,,,Enabled
156-199-1288,ThePOS | Fee Calculator,,,,Card Machine Costs,1.30,average card machine fees uk,Exact,,,,,,,,,,,,,,,,,,,,,,,,Enabled
156-199-1288,ThePOS | Fee Calculator,,,,Card Machine Costs,,,,Responsive search ad,Card Machine Costs (2026),What You'd Actually Pay,Calculate Your Real Cost,£19 Reader To Full EPOS,Every Fee Explained,Independent UK Review,"Real Fees, No Waffle",We Don't Sell Card Machines,Honest Verdict Inside,Read Before You Sign,Free Fee Calculator,No Email Needed,See What You'd Really Pay,Compare 12 UK Providers,Takes About Ten Seconds,"Real UK card machine costs at your turnover - hardware, fees and monthly charges.",We don't sell card machines - we review them. Independent verdicts in plain English.,Prices verified against provider pricing pages. They can't pay to change our verdicts.,"Compare fees, contracts and payout speed across every big UK provider. No sales calls.",card-machine,costs,https://thepos.co.uk/card-machine-fee-calculator,Enabled
156-199-1288,ThePOS | Fee Calculator,,,,Card Machine Costs,,,,Responsive search ad,Card Machine Costs (2026),What You'd Actually Pay,Calculate Your Real Cost,Independent UK Review,"Real Fees, No Waffle",We Don't Sell Card Machines,Honest Verdict Inside,Read Before You Sign,UK Small Business Focus,Free Fee Calculator,No Email Needed,See What You'd Really Pay,Compare 12 UK Providers,,,We don't sell card machines - we review them. Independent verdicts in plain English.,"Real UK card machine costs at your turnover - hardware, fees and monthly charges.","Free calculator shows your true monthly cost at your turnover. Ten seconds, no email.",,card-machine,costs,https://thepos.co.uk/card-machine-fee-calculator,Enabled
156-199-1288,ThePOS | Fee Calculator,,,,Card Machine Costs,,,,Responsive search ad,Card Machine Costs (2026),What You'd Actually Pay,Calculate Your Real Cost,Free Fee Calculator,No Email Needed,See What You'd Really Pay,Compare 12 UK Providers,Takes About Ten Seconds,Independent UK Review,"Real Fees, No Waffle",We Don't Sell Card Machines,Honest Verdict Inside,,,,"Free calculator shows your true monthly cost at your turnover. Ten seconds, no email.",Enter turnover and average sale - see monthly cost and all-in rate for every provider.,"Real UK card machine costs at your turnover - hardware, fees and monthly charges.",Prices verified against provider pricing pages. They can't pay to change our verdicts.,card-machine,costs,https://thepos.co.uk/card-machine-fee-calculator,Enabled
156-199-1288,ThePOS | Switching,Search,10,Google search,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enabled
156-199-1288,ThePOS | Switching,,,,Switching Provider,1.40,switch card machine provider,Exact,,,,,,,,,,,,,,,,,,,,,,,,Enabled
156-199-1288,ThePOS | Switching,,,,Switching Provider,1.40,switching card payment provider,Exact,,,,,,,,,,,,,,,,,,,,,,,,Enabled
156-199-1288,ThePOS | Switching,,,,Switching Provider,1.40,change card machine provider,Exact,,,,,,,,,,,,,,,,,,,,,,,,Enabled
156-199-1288,ThePOS | Switching,,,,Switching Provider,1.40,best card machine deals,Exact,,,,,,,,,,,,,,,,,,,,,,,,Enabled
156-199-1288,ThePOS | Switching,,,,Switching Provider,1.40,compare card machine providers,Exact,,,,,,,,,,,,,,,,,,,,,,,,Enabled
156-199-1288,ThePOS | Switching,,,,Switching Provider,1.40,compare card machines,Exact,,,,,,,,,,,,,,,,,,,,,,,,Enabled
156-199-1288,ThePOS | Switching,,,,Switching Provider,1.40,compare card machines,Phrase,,,,,,,,,,,,,,,,,,,,,,,,Enabled
156-199-1288,ThePOS | Switching,,,,Switching Provider,,,,Responsive search ad,Switching Card Providers?,Compare Before You Sign,12 UK Providers Compared,Check Your Exit Fees First,Paying Too Much? Check Now,Independent UK Review,"Real Fees, No Waffle",We Don't Sell Card Machines,Honest Verdict Inside,Read Before You Sign,Free Fee Calculator,No Email Needed,See What You'd Really Pay,Compare 12 UK Providers,Takes About Ten Seconds,"Compare every big UK provider on fees, contracts and payouts before you switch.",We don't sell card machines - we review them. Independent verdicts in plain English.,Prices verified against provider pricing pages. They can't pay to change our verdicts.,"Compare fees, contracts and payout speed across every big UK provider. No sales calls.",compare,switch,https://thepos.co.uk/compare-card-machines,Enabled
156-199-1288,ThePOS | Switching,,,,Switching Provider,,,,Responsive search ad,Switching Card Providers?,Compare Before You Sign,12 UK Providers Compared,Independent UK Review,"Real Fees, No Waffle",We Don't Sell Card Machines,Honest Verdict Inside,Read Before You Sign,UK Small Business Focus,Free Fee Calculator,No Email Needed,See What You'd Really Pay,Compare 12 UK Providers,,,We don't sell card machines - we review them. Independent verdicts in plain English.,"Compare every big UK provider on fees, contracts and payouts before you switch.","Free calculator shows your true monthly cost at your turnover. Ten seconds, no email.",,compare,switch,https://thepos.co.uk/compare-card-machines,Enabled
156-199-1288,ThePOS | Switching,,,,Switching Provider,,,,Responsive search ad,Switching Card Providers?,Compare Before You Sign,12 UK Providers Compared,Free Fee Calculator,No Email Needed,See What You'd Really Pay,Compare 12 UK Providers,Takes About Ten Seconds,Independent UK Review,"Real Fees, No Waffle",We Don't Sell Card Machines,Honest Verdict Inside,,,,"Free calculator shows your true monthly cost at your turnover. Ten seconds, no email.",Enter turnover and average sale - see monthly cost and all-in rate for every provider.,"Compare every big UK provider on fees, contracts and payouts before you switch.",Prices verified against provider pricing pages. They can't pay to change our verdicts.,compare,switch,https://thepos.co.uk/compare-card-machines,Enabled
